2381,884802,15415,0,54,NaN,15415,2,1967,1,1,1,10,2,1,38,7,7,6,2,1,3,1,7,2,2,7,1,6,5,7,2,3,1,50,2,2,2,NaN,1,1,NaN,3,NaN,5,20,70,0,0,0,0,0,0,90,90,NaN,NaN,NaN,NaN,NaN,40,3,1,5,2,1,2,NaN,4,1,NaN,3,5,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,7,7,7,7,1,NaN,1,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,11,6,540,0,0,7,6,4,6,5,6,6,3,5,1,1,6,4,3,2,NaN,1,NaN,NaN,NaN,11,6,540,6
5792,3007101,300713,1,23,38,300713,2,1970,2,2,1,12,1,1,35,6,6,5,5,6,7,2,6,2,2,5,6,6,4,6,2,3,2,15,2,1,2,3,2,1,11,3,6,NaN,50,0,0,0,0,60,0,0,60,0,NaN,NaN,NaN,NaN,NaN,40,3,1,10,2,1,2,NaN,3,3,NaN,3,2,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,5,5,5,5,4,NaN,1,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,11,3,521,1,1,7,7,7,7,6,7,6,3,6,3,2,6,6,6,1,NaN,1,NaN,NaN,NaN,11,3,230,7
165,55003,5509,2,26,16,5509,2,1967,1,1,1,12,2,1,38,6,7,5,5,5,5,2,6,5,5,6,2,6,6,5,2,1,2,1,2,2,2,NaN,4,4,NaN,3,NaN,2,0,10,0,10,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,26,1,2,2,2,1,2,NaN,5,5,NaN,3,2,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,7,6,5,6,4,NaN,1,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,11,3,521,2,2,6,2,2,5,2,4,6,2,6,2,2,6,4,5,2,NaN,1,NaN,NaN,NaN,11,3,521,5
7539,5010201,501026,2,69,NaN,501026,2,1965,2,2,1,3,1,1,40,6,6,1,3,7,7,1,4,6,4,7,5,7,4,3,2,4,4,4,1,1,2,3,1,1,NaN,3,2,NaN,100,0,0,50,100,100,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,4,9,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,2,4,4,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,6,13,2,2,7,1,1,6,1,2,1,3,1,3,2,5,4,5,3,NaN,1,NaN,NaN,NaN,11,6,230,1
4541,2754401,275441,2,88,50,275441,2,1967,1,1,1,8,2,1,38,6,6,1,3,6,7,1,3,1,5,6,5,7,3,1,2,1,9,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,4,2,2,2,25,1,2,4,2,1,2,NaN,3,3,NaN,3,4,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,7,7,1,4,6,5,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,11,3,530,1,2,7,4,4,5,2,6,3,1,7,3,1,6,5,5,2,NaN,NaN,NaN,NaN,NaN,6,3,12,7
5326,2920201,292028,0,68,NaN,292028,2,1965,1,1,1,5,2,1,40,7,7,6,5,3,1,2,7,4,2,6,2,5,5,6,2,4,1,1,2,2,2,NaN,5,5,NaN,3,NaN,4,50,0,0,30,0,60,0,50,50,0,NaN,NaN,NaN,NaN,NaN,33,5,2,3,2,1,2,NaN,5,5,NaN,3,4,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,7,7,3,6,6,NaN,1,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,11,3,530,0,0,7,7,4,7,1,7,4,1,5,3,2,7,4,6,1,NaN,1,NaN,NaN,NaN,11,3,530,1
3736,2578504,257850,2,30,53,257850,2,1974,1,1,1,8,2,1,31,7,6,2,5,5,6,1,5,5,2,7,4,6,6,6,2,1,9,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,3,2,2,3,20,2,2,5,2,1,2,NaN,1,1,NaN,3,4,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,6,6,3,6,4,8,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,11,3,530,2,2,7,6,4,7,6,7,5,5,7,3,2,7,3,5,2,NaN,NaN,NaN,400,NaN,4,3,10,5
1405,362502,36250,2,NaN,34,36250,2,1971,1,1,1,11,2,1,34,7,7,1,3,4,5,1,4,4,2,6,4,7,4,6,2,3,1,NaN,2,2,2,NaN,1,1,NaN,3,NaN,4,10,50,0,0,0,0,0,0,50,30,NaN,NaN,NaN,NaN,NaN,13,1,2,8,2,1,2,NaN,1,1,NaN,3,4,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,6,4,5,3,6,8,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,11,3,530,0,2,6,1,2,3,1,3,1,2,6,2,1,6,2,7,3,NaN,1,NaN,NaN,NaN,11,3,530,6
4328,2711902,271195,2,NaN,NaN,271195,2,1971,1,1,1,5,2,1,34,7,7,1,6,6,6,1,6,6,5,6,6,7,6,6,2,1,2,1,2,2,2,NaN,1,1,NaN,1,NaN,3,0,0,0,0,0,0,0,50,50,0,NaN,NaN,NaN,NaN,NaN,20,1,2,2,2,1,2,NaN,1,1,NaN,3,4,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,7,7,1,6,3,7,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,11,3,530,2,2,7,1,1,7,1,1,5,1,6,4,1,7,5,5,2,NaN,1,NaN,1100,NaN,11,3,522,2
885,218404,21849,3,56,NaN,21849,2,1978,1,1,1,3,2,1,27,5,7,3,5,7,4,5,7,7,4,5,1,7,7,4,2,3,1,60,2,3,2,NaN,2,2,NaN,3,NaN,NaN,0,40,0,10,0,0,0,60,80,0,NaN,NaN,NaN,NaN,NaN,24,1,2,20,2,3,2,NaN,2,2,NaN,3,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,4,7,1,6,4,NaN,1,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,11,5,630,0,3,7,3,3,6,2,5,2,3,7,2,2,7,5,6,2,NaN,1,NaN,NaN,NaN,11,5,630,3
