"","persnr","vp12501","vp12502","vp12503","vp12504","vp12505","vp12506","vp12507","vp12508","vp12509","vp12510","vp12511","vp12512","vp12513","vp12514","vp12515","vp12601","vp12602","vp12603","vp12604","vp12605","vp12606","vp12707","vp12704","vp12702","vp12701","vp12703","vp12710","vp12706","vp12708","vp12709","vp12705","vp13602","vp13601","vp148","vp10","vp5001","vp07","vp41","vp40","vp4301","vp5501","vp5502","vp9501","vp06","vp38","vp4304","vp2302","vp2303","vp2304","vp2305","vp2306","vp2307","vp2308","vp2309","vp2310","vp2311","vp13","vp11","vp17","vp14","vp12","vp100a03","vp100b03","vp100c03","vp100a01","vp100h03","vp100k03","vp100l03","vp8001","vp67"
"1",201,6,7,1,4,6,7,1,6,5,2,5,7,7,7,4,6,1,5,3,1,4,5,4,5,6,5,3,5,4,4,4,-2,2,4,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"2",203,7,6,4,6,6,4,1,5,4,2,5,2,6,7,5,7,2,3,4,2,5,4,2,2,6,4,2,4,2,5,2,-2,2,3,2,-2,2,3,2,-2,3,5,-2,3,1,-2,20,100,100,0,10,50,10,50,80,50,-2,-2,-2,-2,-2,-2,2500,-2,-2,1250,-2,-2,-2,3
"3",602,5,5,3,4,5,4,3,5,4,3,3,3,4,5,4,5,5,4,5,3,5,6,5,3,6,4,3,5,4,3,3,-2,2,1,4,1,2,1,2,-2,1,1,-2,3,3,-2,60,50,30,30,50,50,0,40,50,30,-2,-2,-2,-2,-2,-2,200,-2,-2,-2,-2,-2,-2,3
"4",901,6,4,4,5,6,5,4,5,3,3,5,6,5,4,3,6,5,3,4,3,5,3,5,5,6,3,2,6,5,6,6,-2,2,3,1,10,2,2,2,-2,2,-1,-2,3,-2,3,50,0,0,0,0,50,0,30,40,20,-2,-2,-2,-2,-2,1783,-2,-2,1,-2,-2,-2,-2,2
"5",1202,7,6,1,6,6,-1,1,7,5,6,4,7,7,6,3,7,1,1,7,1,5,7,2,1,6,6,2,7,4,2,1,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"6",1501,6,6,2,4,5,2,2,3,4,4,6,5,6,5,3,7,2,2,6,1,6,2,5,2,5,2,3,6,3,2,5,-2,2,3,1,-2,2,3,2,-2,5,5,-2,3,-2,-2,0,0,-1,0,0,0,0,0,100,-1,-2,-2,-2,-2,-2,-2,6160,-2,-2,-2,-2,-2,-2,3
"7",1601,7,7,7,5,6,5,1,4,5,7,7,5,6,4,3,7,4,4,7,5,7,5,6,6,7,7,1,7,7,6,1,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"8",1602,7,6,1,4,1,6,1,7,7,5,7,5,7,5,7,7,1,2,7,1,7,3,6,6,4,1,1,7,6,7,1,-2,-2,1,2,5,2,3,1,1,5,1,2,3,5,-2,40,0,20,10,80,80,0,10,100,0,-2,-2,-2,-2,-2,600,-2,-2,1,-2,-2,-2,-2,2
"9",1603,7,7,3,6,3,2,4,5,5,4,6,5,6,7,4,4,4,2,5,6,6,5,6,1,7,4,5,7,7,7,1,-2,-2,3,9,-2,1,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4,2,2,3,300,-2,-2,1,-2,-2,-2,-2,-2
"10",1701,7,6,1,5,3,7,1,2,3,1,7,2,7,4,7,6,2,1,5,1,7,1,2,1,4,1,1,6,2,5,1,-2,2,1,1,1,2,2,2,-2,5,5,-2,3,-2,5,10,10,0,0,0,0,0,0,10,10,-2,-2,-2,-2,-2,3274,-2,-2,1,-2,-2,-2,-2,1
"11",1704,7,6,1,7,2,3,1,2,6,2,7,2,7,5,3,7,1,1,4,1,6,2,2,2,6,1,1,5,1,5,1,-2,2,1,1,10,2,2,2,-2,4,5,-2,3,-2,-2,0,90,0,0,0,0,0,0,0,80,-2,-2,-2,-2,-2,2848,-2,-2,1,-2,-2,-2,-2,1
"12",1705,5,7,3,7,3,6,3,5,7,2,7,3,7,6,5,6,3,2,6,2,6,4,2,2,3,2,4,5,2,5,1,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4,-1,3,3,-2,-2,-2,-2,-2,-2,-2,-2,-2
"13",2301,7,6,5,5,4,6,4,3,5,5,6,6,6,3,4,7,2,6,6,2,6,5,3,2,5,2,4,6,2,5,3,-2,2,2,1,12,2,2,2,-2,5,5,-2,3,-2,-2,0,0,0,10,20,0,70,70,90,0,-2,-2,-2,-2,-2,6000,-2,-2,1,-2,-2,-2,-2,1
"14",2302,6,5,6,5,3,3,2,5,7,2,6,4,5,3,6,6,4,4,6,6,6,2,6,2,6,2,2,5,6,6,2,-2,2,4,1,2,2,2,2,-2,2,2,-2,3,-2,-2,0,0,0,0,0,0,0,0,40,0,-2,-2,-2,-2,-2,-3,-2,-2,1,-2,-2,-2,-2,2
"15",2304,5,7,4,7,4,7,5,4,6,5,5,4,6,7,6,7,2,2,7,2,6,5,4,2,5,4,3,5,2,3,3,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4,2,2,2,-2,-2,100,-2,-2,-2,-2,-2,-2
"16",3001,7,7,1,5,5,7,1,7,7,5,7,7,7,6,6,7,4,2,7,5,2,2,1,6,7,4,2,7,7,5,5,-2,2,1,1,-2,2,3,2,-2,5,1,-2,3,-2,-2,50,0,0,0,50,20,0,0,0,0,-2,-2,-2,-2,-2,-2,4000,-2,-2,-2,-2,-2,-2,3
"17",3002,7,7,1,6,3,7,1,7,7,2,7,7,7,7,6,7,2,2,7,1,3,3,1,3,5,5,6,7,6,4,3,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,2,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2
"18",3003,7,7,1,7,5,7,1,7,7,2,7,7,7,7,7,7,1,1,7,2,6,3,1,7,7,5,2,7,6,5,3,-2,2,3,2,-2,2,2,2,3,5,1,-2,3,-2,-2,40,0,0,0,0,0,0,40,0,0,-2,-2,-2,-2,-2,1400,-2,-2,1,-2,-2,-2,-2,2
"19",4601,6,6,2,4,7,7,1,2,4,6,-1,6,6,3,2,7,4,2,6,2,6,4,1,2,1,7,7,6,6,4,2,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"20",4701,6,6,1,3,3,5,1,4,2,3,6,4,6,4,5,6,2,2,5,2,5,2,2,5,3,-1,3,4,5,3,2,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"21",4901,5,7,2,5,5,4,2,6,2,4,5,3,6,3,4,4,3,4,4,4,3,2,1,6,6,4,1,3,2,7,1,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"22",5201,7,5,2,6,6,7,1,2,4,2,7,4,6,5,6,7,2,2,5,3,4,2,2,4,6,7,2,7,2,6,1,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"23",5202,6,5,3,5,5,4,3,5,5,5,6,6,6,6,4,6,3,3,4,3,4,5,4,5,5,5,4,5,4,5,3,-2,2,1,1,12,2,2,2,-2,1,1,-2,3,-2,3,50,30,30,30,30,30,30,30,30,30,-2,-2,-2,-2,-2,1600,-2,-2,1,-2,-2,-2,-2,1
"24",5203,6,7,3,4,2,6,4,5,3,3,6,4,5,6,3,7,1,1,6,2,7,3,3,5,7,2,3,5,5,5,1,-2,2,3,1,28,2,2,1,-2,3,1,-2,3,-2,3,20,20,0,10,0,10,0,0,10,20,-2,-2,-2,-2,-2,1300,-2,-2,1,-2,-2,-2,-2,1
"25",5302,5,7,1,4,2,7,2,7,5,2,6,2,7,4,6,7,1,1,7,2,3,2,2,2,4,6,2,5,6,4,2,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"26",5303,4,5,2,4,6,4,5,4,4,4,4,6,6,6,4,6,5,4,6,4,4,3,4,3,3,6,2,3,6,4,4,-2,2,3,1,6,2,2,2,-2,5,5,-2,3,-2,4,30,40,10,30,10,30,0,10,30,20,-2,-2,-2,-2,-2,3474,-2,-2,1,-2,-2,-2,-2,1
"27",5601,7,7,4,5,7,6,1,7,7,1,6,4,7,7,5,6,4,1,6,1,6,1,2,6,5,5,2,7,5,6,3,-2,2,4,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"28",5702,6,4,7,3,7,4,1,4,5,7,7,6,6,3,7,6,7,7,6,6,6,1,1,6,7,6,1,7,3,5,1,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"29",5801,6,3,2,7,5,6,2,2,4,4,6,7,6,6,5,7,2,2,7,4,7,2,5,2,6,3,3,6,6,4,3,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"30",5802,5,5,4,5,3,6,1,5,4,3,6,4,7,6,5,7,4,4,7,4,5,4,5,-1,5,5,3,6,3,7,3,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"31",5803,6,5,4,5,4,5,2,4,5,5,6,4,6,6,5,6,2,2,5,2,6,4,5,2,6,3,2,6,3,3,2,-2,2,4,1,4,2,2,2,-2,1,1,-2,3,7,4,50,0,0,30,10,30,0,0,100,0,-2,-2,-2,-2,-2,-1,-2,-2,1,-2,-2,-2,-2,1
"32",6002,6,6,2,4,4,2,1,4,2,5,5,4,6,4,4,5,3,3,4,3,5,2,3,3,4,1,1,5,5,2,2,-2,2,4,9,-2,1,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,3,1,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2
"33",6003,6,6,4,6,4,7,4,5,6,5,6,3,5,7,3,5,2,2,3,3,3,4,5,2,7,2,2,6,4,3,2,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,1,2,2,-2,-2,345,-2,-2,-2,506,-2,-2
"34",7301,7,5,4,5,3,6,1,5,6,2,7,4,6,3,5,7,1,1,7,-1,5,1,5,1,5,4,2,6,6,6,2,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"35",7302,7,5,3,4,2,6,1,4,5,1,7,3,6,4,6,7,1,1,7,2,6,2,4,2,4,6,4,6,6,6,4,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
"36",7303,6,5,3,3,6,6,2,4,2,5,5,6,6,4,2,7,2,2,7,2,5,4,6,5,6,2,2,6,5,5,3,-2,2,1,1,18,2,2,2,-2,5,5,-2,3,-2,5,20,70,10,10,0,10,0,0,60,20,-2,-2,-2,-2,-2,4333,-2,-2,1,-2,-2,-2,-2,1
"37",8001,7,-1,1,-1,5,5,1,3,1,2,6,6,6,3,5,6,1,2,6,1,5,3,3,4,7,3,3,7,5,6,1,-2,2,4,9,-2,1,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,150,-2,-2,-2,-2,-2,-2
"38",8302,7,5,4,5,4,6,1,4,5,4,6,6,6,4,4,6,3,2,6,4,4,4,2,-1,5,3,2,6,4,4,3,-2,2,2,9,-2,1,-2,-2,-2,-2,-2,18,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4,1,2,1,2500,-2,-2,1,-2,-2,-2,-2,-2
"39",8303,7,7,6,7,3,4,1,6,7,4,6,3,6,4,3,6,3,3,6,1,4,5,4,2,7,2,1,6,5,6,1,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,2,1,1,-1,-2,-2,1,-2,-2,-2,-2,-2
"40",8602,7,7,7,3,6,5,5,5,2,4,6,2,5,2,4,7,5,5,5,6,6,5,3,6,7,2,1,6,2,6,4,-2,-2,4,1,-2,2,2,2,3,3,3,-2,3,-2,-2,10,10,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-3,-2,-2,1,-2,-2,-2,-2,1
"41",8603,6,4,5,6,4,6,3,4,6,5,5,6,6,6,5,6,4,3,6,3,4,4,3,5,7,4,3,6,5,4,2,-2,-2,3,9,-2,1,-2,-2,-2,-2,-2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,1,2,1,2000,-2,-2,1,800,-2,-2,-2,-2
"42",8604,5,5,1,1,7,5,4,3,1,3,6,6,6,2,2,6,2,4,4,3,5,7,6,6,6,6,6,7,6,5,3,-2,2,3,9,-2,1,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,1,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2
"43",8605,5,7,2,3,3,7,4,6,4,4,4,3,7,5,4,7,3,3,7,4,7,4,4,5,7,6,4,6,4,5,4,-2,2,3,2,20,1,1,1,-2,3,5,-2,3,4,2,100,0,0,100,100,0,0,0,0,0,-2,-2,-2,-2,-2,-1,-2,-2,1,400,-2,-2,-2,2
"44",8606,6,7,3,6,6,7,5,7,7,3,6,2,5,7,6,6,5,5,5,6,6,2,4,7,6,3,2,6,3,3,5,-2,2,3,1,20,2,2,2,3,5,5,-2,3,-2,-2,10,30,20,20,0,0,0,0,40,0,-2,-2,-2,-2,-2,2100,-2,-2,1,-2,-2,-2,-2,1
"45",9102,-1,7,-1,-1,5,7,1,7,5,4,7,-1,7,4,4,7,1,1,1,1,1,4,4,5,7,1,1,7,4,4,4,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"46",9103,7,5,2,4,4,6,5,7,3,3,6,6,5,4,4,7,1,1,7,1,7,1,4,3,7,1,1,7,5,4,5,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"47",9201,7,5,1,4,5,6,1,6,6,3,6,3,7,5,5,7,3,2,7,2,7,2,3,2,6,2,1,7,4,2,2,-2,2,4,1,-2,2,3,2,-2,4,1,-2,3,-2,-2,50,10,90,0,0,50,0,10,50,0,-2,-2,-2,-2,-2,-2,2000,980,-2,-2,-2,-2,-2,3
"48",9203,7,7,1,6,5,7,1,4,5,4,7,3,7,6,4,7,3,3,7,3,7,2,2,1,7,4,1,7,1,3,5,-2,2,3,2,4,2,2,2,-2,5,1,-2,3,1,4,30,10,0,0,50,50,0,100,50,50,-2,-2,-2,-2,-2,1200,-2,-2,1,-2,-2,-2,-2,2
"49",9204,6,7,1,4,4,7,2,6,3,5,5,3,7,3,3,7,2,2,7,2,7,4,3,2,5,4,1,7,2,3,5,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,1,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2
"50",9206,7,7,2,6,5,7,1,7,5,2,7,2,7,5,4,7,2,2,7,2,7,2,3,2,5,3,1,7,2,3,4,-2,2,3,3,10,2,1,2,-2,2,2,-2,3,5,-2,20,20,0,0,0,0,0,0,80,20,-2,-2,-2,-2,-2,610,-2,-2,1,-2,-2,-2,-2,1
"51",9302,5,7,2,6,3,5,2,7,7,3,3,1,6,4,4,7,2,2,1,4,6,2,4,1,4,4,1,6,5,4,3,-2,2,4,1,5,2,2,2,-2,1,1,-2,3,-2,-2,0,0,0,0,0,20,0,0,10,0,-2,-2,-2,-2,-2,3100,-2,-2,1,-2,-2,-2,-2,1
"52",9401,7,5,1,6,7,6,1,5,6,3,6,6,7,7,3,7,5,4,6,4,6,6,2,6,5,6,4,4,4,5,2,-2,2,1,2,5,2,2,2,-2,1,1,-2,3,7,4,0,20,0,40,0,0,0,50,70,0,-2,-2,-2,-2,-2,1330,-2,-2,1,-2,-2,-2,-2,1
"53",9402,5,5,4,5,5,5,2,6,4,3,6,2,5,5,4,7,3,3,7,3,5,3,4,2,5,2,2,5,5,5,3,-2,2,1,1,4,2,2,2,-2,5,5,-2,3,-2,5,20,50,10,10,10,10,10,10,40,20,-2,-2,-2,-2,-2,4000,-2,-2,1,-2,-2,-2,-2,1
"54",9403,4,5,1,3,1,6,6,4,6,5,6,6,7,6,7,7,2,2,5,2,3,2,3,4,4,6,2,3,5,7,5,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,2,2,4,-2,-2,-2,-2,-2,-2,-2,-2,-2
"55",9602,6,4,6,4,7,4,3,5,6,3,6,4,2,6,6,6,4,6,7,7,5,3,4,4,6,-1,3,6,4,4,1,-2,2,4,1,6,2,3,2,-2,3,3,-2,3,-2,-2,0,0,-1,0,0,50,0,0,50,0,-2,-2,-2,-2,-2,-2,6000,-2,-2,-2,-2,-2,-2,3
"56",9801,4,6,5,6,2,4,1,6,6,3,4,1,4,6,4,7,3,3,6,3,7,2,1,4,5,3,2,5,2,4,2,-2,2,1,9,-2,1,-2,-2,-2,-2,-2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,2,3,1,-2,-2,200,-2,-2,-2,-2,-2,-2
"57",9802,6,5,2,5,5,5,1,4,2,2,6,5,5,4,5,6,4,4,6,2,5,2,3,4,5,3,4,6,3,4,4,-2,2,3,1,1,2,2,2,-2,5,1,-2,3,-2,5,20,0,30,0,0,0,0,0,30,10,-2,-2,-2,-2,-2,3700,-2,-2,1,-2,-2,-2,-2,1
"58",9803,4,6,2,4,4,3,2,5,2,2,5,4,6,2,4,5,2,2,4,6,5,3,3,5,3,5,3,4,3,4,4,-2,2,1,1,6,2,2,2,-2,5,5,-2,3,-2,5,40,0,20,10,0,0,0,0,0,0,-2,-2,-2,-2,-2,3700,-2,-2,1,-2,-2,-2,-2,1
"59",9901,6,6,4,5,6,6,5,6,5,3,6,4,4,5,3,6,6,6,6,6,6,3,4,5,6,5,3,5,3,5,3,-2,2,1,1,10,2,2,2,-2,2,2,-2,3,-2,-2,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,-2,-2,-2,-2,-2,3500,-2,-2,1,-2,-2,-2,-2,1
"60",9903,6,3,2,4,3,7,3,4,6,5,5,4,6,3,4,3,2,5,7,5,4,4,7,6,7,5,5,6,2,6,1,-2,2,4,1,3,2,2,2,-2,3,3,-2,3,-2,3,50,0,0,0,0,20,0,0,0,0,-2,-2,-2,-2,-2,1800,-2,-2,1,-2,-2,-2,-2,1
"61",9904,6,5,2,4,5,6,3,5,6,6,5,6,6,4,3,7,2,2,6,2,7,6,4,1,6,3,2,4,5,4,2,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4,2,-1,2,-2,-2,-2,-2,-2,-2,500,-2,-2
"62",9905,5,6,2,5,4,6,6,6,4,2,5,3,6,5,7,7,3,3,6,3,6,3,5,3,5,2,3,6,6,4,3,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,150,-2,-1,1,-2,-2,500,-2,-2
"63",9906,7,3,5,4,6,2,2,3,5,5,6,4,3,6,3,6,6,5,6,3,6,2,3,1,6,2,2,6,3,4,2,-2,2,1,1,22,2,2,2,-2,5,1,-2,3,-2,5,20,0,10,10,10,0,0,50,100,0,-2,-2,-2,-2,-2,4200,-2,-2,1,-2,-2,-2,-2,2
"64",10101,5,5,5,4,6,6,7,5,5,6,5,6,6,6,5,7,7,6,6,7,7,6,6,6,7,7,6,7,6,7,5,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"65",10201,6,6,1,4,4,5,1,4,1,2,7,4,7,6,4,7,1,1,4,1,4,1,1,4,4,2,1,7,4,4,1,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"66",10301,7,4,6,1,6,6,6,3,1,5,5,5,6,5,1,7,3,1,7,1,7,3,1,3,7,6,3,7,6,5,7,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"67",10302,7,3,6,5,6,7,5,6,5,7,5,4,6,7,1,7,3,1,7,3,7,6,2,5,7,5,3,7,6,4,5,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"68",10303,6,6,1,5,6,6,1,6,4,2,6,4,7,7,5,6,2,2,7,4,5,4,2,5,7,1,1,7,7,5,4,-2,2,3,2,-2,2,-1,2,3,1,1,7,3,3,-2,20,10,10,70,0,0,0,40,0,50,-2,-2,-2,-2,-2,800,-2,-2,1,-2,-2,-2,-2,2
"69",10304,6,4,3,7,3,4,6,5,6,5,6,6,7,7,4,6,2,4,7,3,5,5,5,5,7,4,6,3,6,5,4,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4,1,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2
"70",10602,5,5,4,1,6,4,1,5,1,3,6,5,6,1,1,6,3,1,4,1,4,6,2,4,7,5,2,3,4,5,1,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"71",10603,5,4,4,1,5,5,4,4,1,3,5,3,5,2,3,7,1,2,5,2,5,4,1,5,2,6,5,6,4,4,5,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,1,2,1,150,-2,-2,1,750,-2,-2,1,-2
"72",10801,6,6,1,6,1,1,6,6,7,4,7,4,7,7,6,7,1,1,4,2,7,2,4,1,7,1,1,5,1,7,1,-2,2,2,2,15,2,3,2,-2,5,5,-2,3,-2,2,20,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,300,-2,-2,-2,-2,-2,2
"73",10802,5,7,2,7,2,7,1,7,4,2,6,1,6,7,5,7,1,3,7,1,7,2,6,1,5,3,1,5,4,4,2,-2,2,3,1,3,2,2,2,-2,5,5,2,3,7,5,10,100,20,20,20,0,0,20,100,100,-2,-2,-2,-2,-2,4500,-2,-2,1,-2,-2,-2,-2,1
"74",10803,6,7,2,3,3,6,5,7,2,3,4,4,7,4,5,5,2,1,6,1,7,6,7,1,7,2,1,7,4,3,1,-2,2,3,1,1,2,2,2,-2,3,3,-2,1,-2,-2,0,30,0,0,100,0,0,80,70,30,-2,-2,-2,-2,-2,1100,-2,-2,1,-2,-2,-2,-2,1
"75",11301,7,5,3,5,5,6,3,3,1,4,6,4,5,3,4,7,6,4,7,4,6,4,7,6,7,1,1,7,3,5,4,-2,2,2,9,-2,1,-2,-2,-2,-2,-2,7,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,4,-1,-1,-1,1400,-2,-2,1,-2,-2,-2,-2,-2
"76",11502,7,4,1,4,4,6,2,4,4,2,6,3,7,5,7,7,2,1,7,1,5,5,1,4,4,1,4,5,2,3,3,-2,2,4,9,-2,1,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,3,1,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2
"77",11504,4,5,1,3,4,5,4,5,3,3,4,2,3,4,3,5,3,3,4,4,5,3,6,6,2,6,3,4,5,4,5,-2,2,3,3,12,2,1,2,-2,1,1,-2,3,-1,-2,30,30,40,40,30,10,0,0,30,40,-2,-2,-2,-2,-2,650,-2,-2,1,-2,-2,64,-2,2
"78",11506,7,5,1,4,4,6,2,6,4,5,7,5,7,5,3,7,2,1,7,1,5,4,1,4,4,1,4,5,2,3,3,-2,2,4,1,3,2,2,2,2,3,4,-2,3,-2,-2,60,0,0,0,0,0,0,0,0,50,-2,-2,-2,-2,-2,3000,-2,-2,1,-2,-2,-2,-2,2
"79",11601,6,5,5,5,6,7,5,5,6,3,6,6,6,4,6,7,3,2,6,2,6,4,5,5,3,4,3,7,4,2,3,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"80",11602,7,6,4,5,6,6,6,6,6,5,6,6,7,6,3,5,6,5,6,5,3,6,4,2,5,5,5,6,6,5,2,-2,2,1,1,16,2,2,2,-2,1,1,-2,3,-2,4,20,0,0,0,30,20,30,30,0,0,-2,-2,-2,-2,-2,1637,-2,-2,1,-2,-2,-2,-2,1
