"","persnr","vp12501","vp12502","vp12503","vp12504","vp12505","vp12506","vp12507","vp12508","vp12509","vp12510","vp12511","vp12512","vp12513","vp12514","vp12515","vp12601","vp12602","vp12603","vp12604","vp12605","vp12606","vp12707","vp12704","vp12702","vp12701","vp12703","vp12710","vp12706","vp12708","vp12709","vp12705","vp13602","vp13601","vp148","vp10","vp5001","vp07","vp41","vp40","vp4301","vp5501","vp5502","vp9501","vp06","vp38","vp4304","vp2302","vp2303","vp2304","vp2305","vp2306","vp2307","vp2308","vp2309","vp2310","vp2311","vp13","vp11","vp17","vp14","vp12","vp100a03","vp100b03","vp100c03","vp100a01","vp100h03","vp100k03","vp100l03","vp8001","vp67"
"8106",2515901,7,5,4,4,3,6,1,4,6,2,6,4,6,4,5,7,2,2,7,3,6,2,5,2,5,5,3,5,5,5,3,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"8107",2516001,6,5,3,4,4,6,1,4,4,2,6,4,6,3,5,7,2,2,7,2,6,2,5,4,4,5,3,5,4,4,5,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"8108",2516002,6,4,3,3,3,5,1,4,4,3,6,4,6,4,5,6,3,2,6,2,6,2,3,4,3,5,3,5,4,4,4,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"8109",2516201,7,5,4,4,4,6,2,4,4,3,6,4,6,4,6,7,3,3,6,2,6,3,2,5,4,6,4,6,5,4,5,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"8110",2516301,7,5,3,6,3,6,1,6,6,2,7,2,7,5,5,2,7,3,7,3,7,2,5,4,4,4,5,7,5,5,5,-2,2,1,1,19,2,2,2,-2,5,5,-2,3,-2,4,0,40,0,0,0,0,0,20,40,40,-2,-2,-2,-2,-2,-1,-2,-2,1,-2,-2,-2,-2,1
"8111",2516302,7,5,2,5,3,6,2,5,5,2,6,2,6,5,5,7,3,3,6,3,6,2,5,4,4,5,3,5,5,5,4,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,2,2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2
"8112",2516303,7,5,3,6,1,5,3,6,6,2,6,2,6,6,4,7,3,3,6,4,5,3,4,3,3,4,5,5,5,4,7,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4,2,-1,3,-2,-2,-2,-2,-2,-2,-2,-2,-2
"8113",2516401,5,4,2,2,4,6,3,4,3,3,5,4,6,3,5,6,2,2,5,3,6,4,6,3,3,4,5,4,5,4,5,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
"8114",2516501,7,4,3,3,3,5,1,3,4,3,6,4,5,3,5,7,2,2,7,2,6,2,5,4,4,4,5,5,5,4,5,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"8115",2516502,6,4,2,4,3,6,1,3,3,2,6,4,5,4,5,7,2,2,6,2,6,2,6,4,3,5,4,5,3,4,5,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
"8116",2516503,7,5,3,4,2,5,2,5,2,2,6,2,6,3,5,7,3,3,5,3,5,2,5,4,4,5,3,5,5,3,5,-2,2,3,1,1,2,2,2,3,5,5,-2,3,-2,-2,20,40,0,0,0,0,0,0,50,10,-2,-2,-2,-2,-2,1280,-2,-2,1,-2,-2,-2,-2,1
"8117",2516601,7,5,3,5,-1,7,1,4,5,-1,7,4,7,-1,6,7,1,1,7,2,5,2,4,4,3,6,4,5,5,4,5,-2,2,1,3,50,2,1,2,-2,5,1,-2,3,-2,-2,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1
"8118",2516602,7,6,3,5,4,6,1,4,4,2,7,4,6,4,6,7,1,1,7,2,5,1,6,4,3,6,6,5,6,5,5,-2,2,1,2,1,2,2,2,-2,1,1,-2,3,-2,4,20,0,10,20,10,0,0,20,20,20,-2,-2,-2,-2,-2,400,-2,-2,1,-2,-2,-2,-2,-1
"8119",2516701,6,4,2,4,4,6,1,3,3,3,6,4,7,3,5,7,3,2,7,3,6,2,5,4,4,4,3,5,5,3,4,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"8120",2516702,6,4,4,4,3,5,1,4,3,3,6,4,4,3,5,7,2,2,6,2,6,4,4,4,4,4,3,5,3,5,5,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"8121",2516801,7,5,2,5,2,6,1,6,6,2,7,2,6,6,5,7,1,1,7,2,6,2,6,2,5,4,3,5,5,5,5,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"8122",2516802,7,5,2,4,3,6,1,6,6,2,6,2,6,5,5,7,2,2,7,2,6,2,5,3,5,4,3,6,5,5,4,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"8123",2516901,7,5,4,4,2,5,1,5,3,2,7,3,6,4,5,7,2,2,6,3,6,2,4,4,4,7,2,6,5,6,5,-2,2,5,1,50,2,2,2,-2,4,1,-2,3,-2,4,0,0,0,0,10,0,10,10,0,0,-2,-2,-2,-2,-2,3390,-2,-2,1,-2,-2,-2,-2,1
"8124",2516902,7,6,2,5,2,6,1,6,4,2,7,3,7,4,4,7,3,2,7,3,6,2,3,3,5,4,4,6,4,4,5,-2,2,3,1,14,2,2,2,-2,5,5,-2,3,-2,3,10,30,0,0,0,0,0,10,40,30,-2,-2,-2,-2,-2,1300,-2,-2,1,-2,-2,-2,-2,1
"8125",2516903,6,4,4,4,5,6,2,5,3,4,5,3,7,4,4,7,4,3,7,5,7,3,5,6,2,5,5,5,5,5,6,-2,2,3,9,-2,1,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,1,3,1,-2,-2,-2,-2,-1,-2,-2,-2,-2
"8126",2517001,7,4,4,4,2,5,2,5,3,3,5,3,5,4,4,7,3,4,6,4,6,2,2,4,3,5,4,7,5,4,5,-2,2,4,1,17,2,2,2,3,5,5,-2,3,-2,-2,10,20,0,0,0,0,0,10,20,10,-2,-2,-2,-2,-2,1900,-2,-2,1,-2,-2,-2,-2,1
"8127",2517002,7,6,3,4,-1,-1,1,5,3,1,7,-1,7,3,6,7,-1,1,7,-1,7,1,5,2,4,4,5,5,5,5,5,-2,2,3,1,33,2,2,2,-2,5,1,-2,3,4,4,10,10,0,0,0,0,0,0,40,10,-2,-2,-2,-2,-2,-1,-2,-2,1,-2,-2,-2,-2,-1
"8128",2517003,6,6,5,5,3,5,2,6,4,4,6,2,4,6,4,6,6,6,6,6,5,3,2,5,2,5,5,4,5,4,6,-2,2,3,1,20,2,2,2,-2,4,4,-2,3,3,2,50,0,30,50,0,50,0,50,50,0,-2,-2,-2,-2,-2,1000,-2,-2,1,-2,-2,-2,-2,1
"8129",2517101,7,6,4,7,1,4,1,5,4,2,7,2,7,4,4,7,-1,-1,7,3,5,2,5,3,5,4,4,7,4,6,6,-2,-2,1,1,29,2,3,2,-2,2,2,-2,3,-2,-2,0,20,0,10,0,30,0,0,0,0,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,3
"8130",2517102,7,5,2,4,1,6,1,4,6,2,7,4,7,4,7,7,-1,-1,7,-1,6,1,5,5,3,6,5,5,4,4,6,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,2,2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2
"8131",2517301,7,7,4,5,4,7,1,4,7,2,6,4,7,4,5,7,1,1,6,1,6,2,4,2,4,6,3,5,5,4,4,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"8132",2517302,7,6,4,4,3,7,1,5,7,3,7,5,6,3,6,7,1,1,5,1,6,1,6,4,3,4,4,6,5,6,4,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"8133",2517601,-1,-1,2,4,6,5,1,6,4,3,4,2,3,6,4,5,3,2,6,2,6,6,2,2,5,2,2,7,2,4,2,-2,2,3,2,100,2,1,2,-2,1,1,-2,3,-2,5,100,0,0,0,100,0,50,0,0,0,-2,-2,-2,-2,-2,-3,-2,-2,1,-2,-2,-2,-2,1
"8134",2517602,6,6,2,5,4,1,2,3,1,2,6,4,6,5,4,7,2,3,7,3,6,4,2,1,6,2,2,4,4,3,6,-2,2,3,1,35,2,2,2,-2,1,1,-2,3,-2,5,10,0,0,0,0,0,0,0,80,20,-2,-2,-2,-2,-2,4333,-2,-2,1,-2,-2,-2,-2,1
"8135",2517702,7,5,6,4,2,5,1,5,4,3,6,3,4,5,5,7,4,4,6,4,6,4,2,6,2,5,6,5,7,4,6,-2,2,3,1,-2,2,-1,-1,1,3,4,1,3,7,-2,40,10,10,50,0,0,0,10,20,50,-2,-2,-2,-2,-2,560,-2,-2,1,450,-2,-2,-2,1
"8136",2517703,7,5,3,5,2,6,1,5,3,3,7,3,6,4,4,7,3,3,7,4,6,2,4,3,5,5,3,6,4,5,4,-2,2,3,1,6,2,2,2,3,4,5,-2,3,-2,-2,10,30,0,0,0,0,0,10,30,10,-2,-2,-2,-2,-2,1240,-2,-2,1,-2,-2,-2,-2,-1
"8137",2517801,7,6,4,7,2,5,1,5,5,1,7,4,7,5,6,7,4,3,7,4,7,1,3,2,6,4,3,6,4,4,3,-2,2,1,1,-2,2,2,2,-2,4,5,-2,3,-2,4,0,40,0,0,0,0,0,10,70,30,-2,-2,-2,-2,-2,3700,-2,-2,1,-2,-2,-2,-2,1
"8138",2517802,7,5,3,5,2,6,1,5,5,3,7,4,6,5,4,7,4,3,6,4,6,3,3,3,5,4,4,6,5,4,5,-2,2,1,4,3,2,2,2,-2,5,1,-2,3,-2,3,0,10,0,0,0,0,0,20,10,20,-2,-2,-2,-2,-2,400,-2,-2,1,-2,-2,-2,-2,1
"8139",2517901,7,4,4,3,4,7,1,4,3,4,6,4,7,3,5,7,4,4,6,4,6,3,4,4,2,6,4,4,6,5,4,-2,2,1,4,6,2,2,2,-2,5,5,-2,3,-2,3,20,0,0,10,0,0,0,40,0,10,-2,-2,-2,-2,-2,395,-2,-2,1,-2,-2,-2,-2,2
"8140",2517902,7,4,5,2,4,5,1,4,3,4,7,5,5,3,4,7,4,3,6,4,6,2,3,4,3,5,4,5,5,4,5,-2,2,1,1,30,2,2,2,2,5,5,-2,3,-2,-2,10,10,0,0,0,0,0,20,0,10,-2,-2,-2,-2,-2,2500,-2,-2,1,-2,-2,-2,-2,1
"8141",2517904,7,6,4,3,2,7,1,4,3,3,7,4,7,4,5,7,2,2,6,3,6,2,6,4,4,5,4,5,4,4,4,-2,2,3,3,5,2,1,2,-2,4,4,-2,3,7,-2,0,10,0,0,0,0,0,0,50,30,-2,-2,-2,-2,-2,600,-2,-2,1,220,-2,-2,-2,1
"8142",2517905,7,4,4,4,2,5,2,4,4,2,6,4,5,4,5,7,4,4,7,4,7,2,3,3,3,4,4,4,4,4,6,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4,2,3,3,-2,-2,-2,-2,-2,-2,-2,-2,-2
"8143",2518101,7,6,5,4,3,7,1,7,4,4,5,2,5,7,7,7,3,3,6,4,6,1,4,5,4,6,3,5,4,4,5,-2,2,2,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"8144",2518102,7,5,4,3,4,5,1,4,3,2,6,5,6,3,5,7,-1,-1,6,-1,5,4,2,6,2,4,5,4,6,3,6,-2,2,2,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,3,-1,-2,-2,-2,-2,-2,-2,-2,1,-2
"8145",2518201,7,6,5,5,5,5,2,6,1,1,7,1,6,6,6,7,4,1,7,1,7,4,3,5,7,5,2,7,5,6,3,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,11,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,2,3,2,2000,-2,-2,1,-2,300,-2,-2,-2
"8146",2518202,6,4,5,4,6,6,4,5,7,5,5,6,6,5,5,7,3,3,6,5,6,4,5,6,7,3,2,6,5,5,6,-2,2,3,1,58,2,2,2,-2,5,5,0,3,4,5,30,30,0,0,10,10,0,10,50,40,-2,-2,-2,-2,-2,1700,-2,-2,1,-2,-2,-2,-2,1
"8147",2518901,7,5,3,3,5,4,2,2,5,6,6,4,5,4,3,7,4,2,6,4,5,4,5,4,5,4,3,6,3,5,2,-2,2,1,2,12,2,2,2,2,1,1,-2,3,-2,-2,20,0,0,20,10,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,189,-2,-2,-2,-2,-2,2
"8148",2518902,7,6,1,6,6,5,1,6,5,3,7,6,7,5,3,7,3,2,7,2,5,2,3,5,6,6,2,6,6,5,1,-2,2,1,1,11,2,2,2,3,5,5,-2,3,-2,-2,90,0,0,50,30,50,0,60,70,10,-2,-2,-2,-2,-2,3300,-2,-2,1,-2,-2,-2,-2,1
"8149",2519001,4,4,1,5,3,3,2,5,5,3,4,3,4,6,3,7,2,4,5,2,1,7,4,2,5,2,4,7,7,7,4,-2,2,2,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"8150",2519201,5,5,6,2,4,3,1,3,1,3,3,3,4,4,4,6,6,6,5,5,5,3,3,5,6,6,4,7,6,6,5,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"8151",2519301,6,6,4,4,4,4,2,4,3,2,4,5,5,6,6,7,4,2,6,5,5,1,2,1,7,5,5,7,7,5,6,-2,2,1,1,-2,2,3,2,-2,2,2,-2,3,-2,-2,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,3
"8152",2519302,6,6,1,3,6,7,1,5,7,7,-1,6,6,5,4,7,1,1,7,2,6,7,-1,4,1,7,5,7,4,4,6,-2,2,1,4,-2,1,3,2,1,4,1,-2,3,-2,-2,-1,0,0,0,0,0,100,0,0,0,-2,-2,-2,-2,-2,-2,-2,334,-2,-2,-2,-2,-2,2
"8153",2519401,4,7,3,4,2,5,2,5,4,2,5,2,5,5,5,6,6,7,7,6,6,4,4,4,4,4,4,5,4,4,4,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"8154",2519501,5,5,3,3,4,4,1,3,3,3,3,3,3,3,4,4,3,5,5,4,3,4,5,4,5,5,4,7,4,4,4,-2,2,1,1,-2,2,3,2,-2,3,1,-2,3,-2,-2,0,0,100,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,4000,-2,-2,-2,-2,-2,-2,3
"8155",2519502,7,6,5,6,7,5,2,5,5,6,6,2,6,6,5,6,4,5,6,5,5,5,6,6,6,6,5,7,7,6,6,-2,-2,1,1,10,2,1,2,-2,2,1,-2,3,4,2,10,0,0,0,0,0,0,0,40,0,-2,-2,-2,-2,-2,-2,-2,400,-2,-2,-2,-2,-2,1
"8156",2519701,6,4,4,6,6,6,3,3,5,3,6,3,5,5,5,6,3,3,5,2,6,2,2,5,5,2,3,6,3,6,2,-2,2,1,2,1,2,2,2,1,1,1,-2,3,-2,-2,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,400,-2,-2,-2,-2,1,2
"8157",2519702,7,4,5,6,6,5,1,3,4,5,7,6,6,5,5,6,4,3,5,3,3,4,5,7,7,5,1,5,4,6,6,-2,2,1,1,10,2,2,2,-2,1,1,-2,3,-2,4,0,0,0,0,0,0,0,60,50,0,-2,-2,-2,-2,-2,-1,-2,-2,1,-2,-2,-2,-2,1
"8158",2519801,6,5,2,3,6,2,2,6,6,4,6,3,5,4,3,6,3,4,6,3,6,3,5,5,6,4,4,6,5,5,4,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"8159",2519901,7,5,5,4,3,6,1,5,3,2,6,4,6,3,2,7,2,3,6,2,5,3,5,4,3,2,-1,6,5,5,6,-2,2,1,1,60,2,2,2,-2,2,3,-2,3,-2,5,0,0,0,0,100,0,100,0,0,0,-2,-2,-2,-2,-2,2900,-2,-2,1,-2,-2,-2,-2,1
"8160",2519902,6,6,1,5,5,6,3,4,4,4,6,6,7,6,3,7,1,1,7,1,7,5,5,5,4,5,2,5,5,6,3,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,29,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,4800,-2,-2,1,-2,-2,-2,-2,-2
"8161",2520001,5,5,1,6,2,6,1,4,6,6,5,4,4,2,4,5,4,3,7,2,7,5,1,2,6,4,2,7,1,4,5,-2,2,1,1,8,2,2,2,-2,5,1,-2,3,-2,-2,10,0,0,0,0,50,0,20,10,0,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,3
"8162",2520002,7,4,3,5,5,6,1,4,6,2,7,4,7,4,4,7,6,4,7,6,6,3,1,6,5,3,4,7,5,4,5,-2,2,1,1,125,2,1,2,2,2,3,-2,3,6,-2,100,0,90,100,100,0,0,100,50,50,-2,-2,-2,-2,-2,3900,-2,-2,1,-2,-2,-2,-2,2
"8163",2520201,7,7,2,5,5,7,1,7,4,2,5,4,6,6,5,7,4,4,7,4,1,3,4,4,7,4,2,5,6,5,2,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"8164",2520301,7,4,3,4,6,6,1,4,3,5,6,5,6,2,4,7,6,6,6,6,5,4,1,4,4,4,1,5,3,4,3,-2,2,1,1,9,2,2,2,2,1,1,-2,3,-2,-2,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,1850,-2,-2,1,-2,-2,-2,-2,1
"8165",2520302,7,5,1,5,2,7,3,5,3,6,7,6,7,4,4,7,6,6,7,1,6,6,1,2,4,3,3,6,3,7,5,-2,2,1,1,5,2,2,2,2,1,1,-2,3,-2,-2,50,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,1550,-2,-2,1,-2,-2,-2,-2,2
"8166",2520303,6,5,1,5,5,5,2,5,3,3,5,3,5,5,4,7,2,2,7,4,4,6,2,2,4,3,3,7,4,6,6,-2,2,3,1,5,2,2,2,1,2,1,-2,3,-2,-2,50,0,0,50,0,0,0,0,50,0,-2,-2,-2,-2,-2,1860,-2,-2,1,-2,-2,-2,-2,2
"8167",2520304,5,6,1,5,4,6,3,6,6,4,6,3,6,4,3,7,7,7,7,6,4,3,2,2,6,3,2,7,4,7,4,-2,2,3,3,50,2,1,2,-2,3,1,-2,3,1,-2,0,0,0,0,0,0,0,0,50,0,-2,-2,-2,-2,-2,580,-2,-2,1,-2,-2,-2,-2,2
"8168",2520401,5,6,1,6,5,6,3,6,4,3,5,3,6,4,5,7,2,3,6,3,6,2,5,2,5,2,2,7,4,6,2,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"8169",2520601,6,6,3,4,4,7,1,6,4,2,5,3,7,3,6,7,1,1,7,1,6,4,1,1,4,4,1,6,1,7,1,-2,2,1,1,-2,2,3,2,-2,5,-1,-2,3,-2,-2,-1,-1,-1,-1,-1,-1,50,-1,-1,-1,-2,-2,-2,-2,-2,-2,6000,-2,-2,-2,-2,-2,1,3
"8170",2520602,5,7,1,4,2,7,1,5,5,5,5,2,1,3,1,7,1,1,7,1,7,2,1,2,4,4,1,6,4,5,4,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"8171",2520701,3,6,1,3,6,7,4,5,2,4,2,6,7,2,3,7,1,1,5,1,6,1,-1,5,7,5,4,7,7,7,5,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"8172",2521101,6,6,4,5,6,4,3,6,4,3,6,2,5,2,5,6,4,4,6,3,6,2,3,2,6,6,2,6,5,5,2,-2,2,1,1,-2,2,2,2,-2,5,5,-2,3,-2,5,20,10,0,0,0,0,0,0,70,80,-2,-2,-2,-2,-2,4000,-2,-2,1,-2,-2,-2,-2,1
"8173",2521102,6,4,1,4,6,7,2,5,6,5,6,6,6,6,2,7,3,1,7,2,7,2,5,2,5,5,2,5,5,5,2,-2,2,1,1,4,2,2,2,-2,1,1,7,3,3,4,20,10,0,0,10,10,0,20,10,10,-2,-2,-2,-2,-2,2400,-2,-2,1,-2,-2,-2,-2,1
"8174",2521103,7,7,2,7,6,4,2,7,7,3,7,1,7,5,6,7,2,2,7,2,7,1,6,1,7,6,1,6,3,7,1,-2,2,3,4,10,2,3,1,-2,2,1,-2,3,-1,-2,50,100,50,80,80,30,0,0,100,30,-2,-2,-2,-2,-2,-2,-2,400,-2,-2,-2,-2,-2,3
"8175",2521104,6,6,5,5,6,5,4,4,3,3,5,3,6,5,4,6,4,3,6,6,6,3,2,5,5,3,2,6,4,5,4,-2,2,3,3,8,2,1,2,-2,5,1,-2,3,-2,-2,90,20,0,80,20,30,10,10,20,40,-2,-2,-2,-2,-2,781,-2,-2,1,-2,-2,-2,-2,1
"8176",2521201,4,7,4,3,3,4,2,5,2,4,5,3,4,2,4,6,4,3,5,4,4,4,1,3,7,3,1,7,4,5,1,-2,2,1,1,5,2,2,2,3,3,1,-2,3,1,-2,50,100,80,60,100,100,100,80,50,80,-2,-2,-2,-2,-2,2400,-2,-2,1,-2,-2,-2,-2,1
"8177",2521202,5,4,4,2,5,4,4,4,2,4,5,6,4,3,4,7,4,4,7,3,3,4,2,2,6,4,3,6,3,4,4,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,4,-2,-2,-2,-2,-2,-2,-2,-2,-2
"8178",2521301,7,7,3,3,6,5,2,5,5,5,7,5,5,5,4,7,3,3,3,3,3,5,1,4,1,3,1,5,5,7,1,-2,2,1,1,1,2,2,2,-2,1,1,-2,3,-2,-2,0,0,0,0,0,0,0,0,40,0,-2,-2,-2,-2,-2,-2,4000,-2,-2,-2,-2,-2,-2,3
"8179",2521302,6,3,3,3,6,5,2,5,5,4,7,5,5,2,4,7,3,3,3,3,3,5,1,4,1,3,1,5,5,7,1,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
"8180",2521401,6,5,4,5,4,5,1,5,2,2,-1,2,6,4,5,7,5,4,7,4,7,1,2,1,7,3,1,7,4,4,2,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"8181",2521601,4,4,1,5,6,5,1,3,6,6,3,3,6,4,2,7,3,3,6,3,6,3,5,4,3,3,4,5,5,5,5,-2,2,1,1,170,2,2,2,-2,5,1,-2,3,6,5,70,40,30,20,0,30,0,0,80,20,-2,-2,-2,-2,-2,3890,-2,-2,1,-2,-2,-2,-2,1
"8182",2521602,2,2,4,5,5,5,3,4,5,6,2,3,3,5,3,6,4,3,6,4,5,5,6,3,6,1,1,3,5,3,5,-2,2,1,2,12,2,2,2,-2,1,1,-2,3,-2,4,0,30,0,0,0,0,0,0,40,0,-2,-2,-2,-2,-2,2475,-2,-2,1,-2,-2,-2,-2,2
"8183",2521603,6,4,6,4,3,7,2,4,6,6,5,6,6,3,2,6,4,3,6,7,6,5,5,1,5,3,2,6,7,5,2,-2,2,3,4,13,2,3,2,1,1,1,0,3,4,-2,10,0,0,70,30,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2
"8184",2522201,7,4,4,5,5,5,4,5,2,6,6,6,6,4,4,5,4,4,5,4,4,5,3,3,4,4,2,3,4,4,3,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
