2913402,2
2916303,5
2919701,5
2920001,4
2920201,1
2923203,4
2923802,5
2925302,5
2926403,4
2926602,5
2926702,1
2929002,4
2931401,2
2933302,4
2933702,4
2936002,6
2936801,2
2939602,3
2940201,4
2940501,3
2943402,3
2947502,4
2949102,4
2950201,1
2951601,3
2952002,5
2953202,4
2954402,7
2954802,7
2955901,2
2956002,6
2957602,4
2957702,3
2960001,6
2960202,6
2960701,5
2962302,7
2966102,3
2967402,2
2967602,3
2970002,2
2972902,3
2974405,6
2977702,3
2979401,5
2979802,6
2981101,2
2981502,6
2987201,4
2987402,5
2987601,3
2988502,6
2989402,5
2992403,5
2994901,5
2997001,3
2998202,6
2998302,2
2998401,6
2998602,6
3000802,4
3001802,5
3002301,6
3003502,5
3005902,5
3007001,5
3007101,1
3007202,3
3007404,3
3008301,7
3015101,4
3017101,4
3017504,3
3021901,3
3022301,4
3022702,7
3024402,5
3026401,3
3027202,5
3032302,3
3033402,6
3035601,2
3035807,5
3037102,5
3040402,4
3041902,4
3042903,3
3044704,4
3048901,3
3049101,2
3052801,7
3057001,3
3058402,2
3059401,1
3061903,5
3062601,5
3065202,3
3066901,6
3068101,5
3069202,2
3073803,3
3074303,2
3075002,5
3078702,3
3078802,4
3081602,2
3082302,3
3085202,4
3086602,4
3088601,4
3088803,6
3089302,4
3089501,4
3093602,7
3094301,6
3099502,4
3102501,1
3103203,3
3802603,1
3808102,6
3809803,2
3820402,5
3831002,6
3833802,5
3841602,3
3842102,2
3849502,7
3850802,2
3862502,2
3867902,6
3875502,5
5001801,3
5002403,5
5002603,3
5002604,2
5004904,2
5005504,5
5006603,3
5007303,1
5008004,5
5009803,3
5010201,2
5011603,3
5017401,6
5019503,3
5022103,5
5022302,5
5022404,5
5022501,5
5022806,3
5025703,6
5027503,3
5028103,4
5029403,4
5031203,5
5031904,3
5036404,2
5038104,4
5038502,3
5039402,5
5040902,4
5041802,4
5043004,4
5044102,3
5044404,4
5044703,3
5044704,5
5045003,3
5047202,1
5048803,3
5048804,2
5050302,5
5050403,5
5050602,3
5054504,5
5057101,2
5057704,2
5059103,5
5061801,4
5063903,4
5064403,2
5064404,3
5065403,5
5069504,4
5073903,1
5074404,5
5077303,5
5077603,5
5079203,5
5079204,2
5081303,4
5081403,5
5082103,5
5082403,6
5082404,4
5083504,6
5090704,2
5090803,2
5091304,4
5091703,6
5093703,1
5093803,4
5095801,2
5098803,4
5099702,2
5101203,4
5102102,4
5104201,5
5105301,3
5105804,2
5106801,7
5107103,4
5107501,4
5107801,1
5108405,6
5109003,7
5109105,1
5109303,2
5109404,6
5109405,5
5109902,4
5110401,4
5112403,1
5112604,2
5112703,7
5115402,3
5115602,4
5120301,4
5122803,5
5123901,2
5124103,6
5124601,2
5131204,5
5131403,2
5132702,5
5132803,3
5132905,5
5134203,3
5135802,5
5136001,4
5136203,4
5138501,4
5138803,2
5142403,3
5142704,4
5143603,2
5144101,1
5149001,3
5149802,2
5150302,1
5150403,5
5155301,4
5155304,3
5156402,5
5156602,5
5157301,2
5159103,4
5159301,5
5159603,4
5160405,5
5160503,2
5161404,4
5161603,5
5161805,2
5168801,4
5169203,6
5170003,5
5170404,5
5171303,6
5171603,5
5173101,2
5176203,4
5176501,3
5180402,7
5180703,5
5181102,7
5182202,2
5183003,NaN
5184702,1
5185102,4
5185604,3
5186402,4
5187103,4
5187301,3
5189003,3
5190402,4
5192202,2
5193601,7
5194202,4
5195702,2
5200902,2
5202401,1
5204702,5
5204704,7
5209903,4
5210401,2
5211103,4
5211501,5
5212702,2
5216903,5
5217901,2
5300202,2
5302302,4
5303602,4
5303802,2
5306302,4
5306404,4
5307803,4
5308502,1
5308503,5
5400302,6
5400902,5
5403002,4
5404202,6
5407802,4
5410202,6
5501302,2
5502802,5
5505702,3
5506602,2
5601303,3
5607202,4
5607602,2
5622602,2
5623502,3
5626602,2
5630102,4
5631202,5
5632202,3
5633602,5
5634802,1
5636802,3
5637302,4
5637402,5
5639202,4
5639403,6
5639602,3
5650602,3
5650902,6
5652002,4
5652003,1
5652302,2
5657602,4
5657702,6
5658602,7
5659402,2
5660502,5
5662302,5
5663602,1
5664502,4
5664803,5
5665202,4
5666002,4
5666202,2
5666303,3
5669002,6
5670702,4
5672802,4
5673202,2
5676802,5
5678002,2
5678402,5
5681102,3
5683402,1
5684002,6
5689502,6
5691002,2
5691503,5
7000502,1
7000702,2
7001201,3
7002703,6
7002902,1
7003301,1
7003702,4
7003803,5
7004003,3
7004401,6
7005902,5
7007202,4
7009002,6
7011202,5
7012402,2
7013103,1
7013301,2
7017602,2
7020302,6
7020904,1
7022403,1
7022502,3
7023104,3
7205201,1
7206401,3
7207002,4
7207701,2
7209001,5
7209502,3
7209801,1
7211003,6
7211701,3
7217102,4
7218302,7
7219303,5
7220302,2
7221102,3
7227002,4
7231302,7
7235502,4
7236002,4
7238702,1
7250902,3
7255202,3
7256202,3
7258302,4
7264902,6
8003403,4
8004402,2
8006801,6
8015702,5
8019803,7
8021002,5
8025102,6
8028002,6
8042702,3
8047702,2
8059201,6
8060902,4
8061501,1
8069002,6
8070402,6
8072802,3
8078402,2
8078902,1
8079203,1
8079602,2
8085702,2
8092003,3
8106802,6
8109803,2
8115302,2
8123403,6
8125103,2
8128602,1
8130502,6
8139402,5
8142702,5
8148002,3
8148102,5
8150602,2
8150902,6
8153302,6
8158002,6
8164402,2
8174202,2
8176303,2
8177802,3
8177902,5
8180902,3
8183302,2
8184302,3
8193902,3
8195302,4
8196802,6
8197202,6
8208803,2
8211402,6
8212802,7
8215102,4
8216402,6
8219901,1
8224201,2
8236402,5
8250402,5
