5803,4
9302,2
12303,1
15503,4
16603,2
17003,3
18701,1
18804,1
22602,2
23906,5
24204,2
27803,6
29402,5
44703,1
47302,2
47605,1
51901,5
52902,3
53904,4
55003,2
55903,4
57204,4
57404,2
59604,4
67103,2
70304,1
71303,4
76402,7
78904,4
82403,5
89603,1
89604,4
93703,4
93803,4
93804,6
95904,1
98105,2
101205,2
101302,3
102703,2
106303,1
108003,5
108503,3
108803,1
108804,1
111103,2
116002,3
122603,7
125903,2
125904,2
127203,2
128603,5
129703,2
130802,1
136604,4
136702,2
137204,2
138205,3
138604,2
138903,5
139702,4
142803,4
143304,5
145702,6
151802,5
152903,1
153706,3
153806,5
156203,5
162403,6
162702,6
169903,4
172410,3
172803,5
173503,2
174503,6
177005,1
177203,4
180804,5
181903,2
183603,5
186204,3
187604,3
187704,2
190202,4
194905,1
195103,4
196004,2
196803,6
200403,3
210404,5
211002,1
211703,2
213504,5
214802,3
217906,3
218403,5
218404,6
221803,1
223603,5
225303,3
225304,3
226703,6
230603,4
238303,3
240603,4
240604,4
244004,2
244703,5
246004,5
247503,5
251305,3
251803,1
251901,1
251904,1
253303,5
259703,3
260701,3
261704,3
267904,4
269803,5
271602,3
274305,1
276204,1
280302,5
280904,4
283404,5
287305,5
289005,1
290503,2
290902,1
291503,3
292503,5
292504,3
292803,5
292805,1
297004,6
299004,6
305703,6
305902,2
307304,2
309204,6
312705,4
314604,2
315503,4
316403,5
317003,4
318903,3
319204,1
322403,7
322904,3
323005,3
326404,2
328603,5
329704,5
332302,4
341302,3
346402,2
350402,4
351605,4
357304,1
362003,5
362502,3
363005,4
366102,5
366703,5
366803,5
366903,1
370804,3
371504,3
373904,4
375102,5
376003,4
376102,7
376603,4
377005,4
377006,3
380301,5
388403,1
389302,3
390502,4
390503,5
391203,1
391204,5
392101,3
392403,6
393803,5
395707,2
396203,5
396204,7
400303,5
400702,1
400805,3
400904,5
403003,2
403403,6
404104,3
405803,6
410802,2
410904,1
411503,6
413404,2
413604,5
413804,3
414703,5
415603,5
416006,2
416007,3
417604,4
419702,3
420002,5
420804,3
422203,3
422402,1
422503,1
423904,3
427203,6
427204,3
427603,1
432003,4
433504,5
434103,7
434104,5
434502,4
439303,5
442203,7
444503,5
447302,4
451804,2
452103,4
454203,4
454704,4
455905,1
463904,2
472003,7
472907,2
473705,2
474003,5
475403,4
482804,2
489403,3
489904,4
489905,6
491303,2
494103,4
496703,7
499303,4
511305,6
511306,2
512103,3
514803,5
516404,5
521203,6
523506,5
524705,2
525803,2
527103,4
533604,6
542604,3
543303,5
543305,4
550403,5
557104,3
560503,3
564904,5
565606,1
565905,2
569403,7
569905,6
571503,1
572306,1
572504,2
575202,2
579006,5
584408,4
584705,5
585908,2
587904,2
588004,4
588804,4
601803,3
604302,3
609706,2
612604,5
613703,2
614303,3
653502,2
654004,3
661102,5
702102,5
706303,2
713702,7
750102,3
751602,5
753102,4
754702,3
758602,4
782106,3
791102,2
791302,5
791802,1
792602,1
795105,6
797402,7
798802,2
801402,6
802202,5
810604,3
812002,2
814402,5
821002,7
821204,2
823002,6
823202,4
823302,4
823902,4
826102,4
826202,1
826702,3
827303,5
828805,5
829604,6
832802,4
833902,5
835302,5
844202,3
851102,3
851402,3
851705,7
852702,6
854606,7
855502,3
855602,1
856902,4
857102,3
858702,4
859703,5
862702,6
880702,5
881302,1
884702,6
884802,4
887302,5
889402,2
892903,2
893002,4
895004,6
900602,4
905402,5
906802,6
910502,3
916802,2
918902,6
919603,3
922703,5
923402,4
924703,3
924802,4
925502,4
927602,2
928002,2
931902,4
933202,5
942002,5
945402,5
947702,3
947902,3
950102,2
950902,6
954202,6
954602,1
960902,3
961802,5
963802,3
970902,5
972002,2
973602,6
974202,4
974302,2
975202,6
977602,2
982102,3
1000902,2
1003702,1
1007602,4
1008202,6
1008502,6
1009806,6
1010102,4
1021502,5
1023002,7
1023205,NaN
1023302,6
1024302,3
1052502,3
1052802,1
1053802,5
1054202,1
1056102,6
1056302,4
1056502,5
1057002,4
1057502,6
1057602,3
1058502,4
1060802,4
1079903,3
1086402,4
1086605,2
1086802,2
1087802,7
1096102,3
1096702,6
1101502,1
1107902,7
1110102,6
1110402,4
1110502,6
1111402,2
1113602,7
1115302,6
1115802,2
1116802,4
1121102,4
1123702,1
1135002,2
1136802,5
1139302,1
1144502,2
1163702,3
1168902,2
1171002,1
1171302,6
1173202,5
1174802,3
1176502,1
1180102,1
1188702,5
1203902,5
1209502,7
1216502,4
1217202,3
1222102,6
1243302,7
1261602,6
2034801,3
2061203,5
2068904,4
2076003,5
2083903,1
2091202,4
2106803,1
2146601,3
2182602,4
2195502,3
2205002,3
2303402,5
2505801,4
2505802,3
2506801,2
2509602,6
2512402,4
2523402,1
2524102,3
2524202,6
2524502,4
2524601,5
2527002,5
2529902,2
2537105,3
2538702,5
2539803,2
2542201,2
2542604,2
2543501,4
2546202,5
2550602,NaN
2550701,5
2554501,2
2555301,7
2555401,5
2555601,NaN
2555902,4
2557702,6
2559102,2
2559504,4
2561302,1
2566202,6
2566402,5
2567401,6
2569801,3
2571202,6
2572902,3
2575401,2
2575601,5
2577702,1
2578002,5
2578302,4
2578504,3
2579102,2
2580003,3
2580102,7
2580302,3
2580404,2
2580702,3
2581002,3
2582302,7
2582601,7
2583201,3
2586502,4
2594801,2
2596401,1
2596501,2
2597501,2
2597801,4
2599003,6
2609102,4
2610601,4
2612102,4
2614902,3
2615402,1
2617002,2
2617402,4
2618102,5
2620703,7
2622602,5
2625001,4
2625602,2
2626102,2
2627102,6
2627202,2
2627702,4
2628001,6
2629005,5
2632302,2
2632402,6
2633402,6
2635902,4
2637002,5
2637301,5
2641801,4
2642801,6
2644901,2
2646301,2
2648202,4
2648301,4
2648801,5
2650702,2
2652804,6
2656201,3
2660302,1
2662802,6
2663102,3
2663302,3
2663601,1
2665001,2
2668902,2
2670702,2
2672701,3
2673602,4
2679202,2
2680904,2
2681003,6
2682402,5
2686002,3
2690902,7
2693901,5
2695001,4
2695003,4
2700801,4
2702303,1
2702802,5
2703602,6
2704101,3
2704402,4
2704901,1
2705502,3
2706501,4
2706602,2
2706701,1
2706702,3
2708801,3
2709102,2
2709202,7
2711902,5
2713601,6
2716002,1
2716302,1
2717902,6
2718601,1
2720402,4
2720702,3
2721002,1
2721402,5
2723202,5
2724802,1
2726102,1
2728103,1
2728802,3
2729103,3
2729401,3
2730902,2
2731301,2
2731502,1
2733101,1
2735202,5
2736602,4
2741002,7
2741802,2
2743203,6
2747302,3
2748002,3
2748702,3
2749002,4
2750501,4
2750602,7
2751002,5
2752602,2
2753102,5
2754102,5
2754401,4
2754502,4
2756402,1
2757401,5
2759203,2
2759302,5
2764002,5
2766401,6
2768402,3
2771204,5
2774102,5
2775001,3
2780001,3
2781503,5
2782102,5
2783407,5
2787801,5
2788603,5
2791501,5
2792102,5
2792202,6
2794102,5
2794602,5
2794702,2
2795002,2
2796701,5
2797802,2
2797902,1
2798401,4
2798502,4
2801602,1
2802402,4
2804302,5
2804702,4
2805002,4
2805003,3
2809402,3
2812203,3
2813502,3
2813602,4
2814001,3
2816801,1
2818701,3
2820302,3
2824203,5
2825302,3
2825401,2
2826002,3
2826201,5
2826502,4
2826803,3
2828902,5
2831202,4
2831502,4
2831601,5
2831902,5
2832501,7
2833303,6
2833902,2
2838701,6
2838702,3
2841802,5
2843602,5
2844301,4
2847301,5
2849702,4
2851203,6
2851501,2
2852003,4
2852902,3
2853802,4
2858803,3
2860001,3
2860404,1
2862801,3
2863702,1
2869001,6
2869302,6
2869602,5
2869702,7
2871702,2
2871805,2
2873803,4
2875501,4
2876402,4
2877402,5
2878501,6
2878701,7
2879401,7
2879701,2
2880601,1
2883604,4
2883701,6
2886602,3
2887701,3
2890401,3
2891001,5
2892802,4
2894302,5
2894803,5
2898402,2
2899005,6
2900101,5
2901002,2
2902101,6
2902402,5
2902702,5
2906002,5
2906301,4
2909101,5
2910702,5
2913102,5
