94,901,1783
159,1501,6160
167,1601,0
167,1602,600
230,2301,6000
230,2302,0
523,5201,0
523,5202,1600
523,5203,1300
531,5303,3474
582,5801,0
582,5803,0
604,6002,0
868,8603,2800
930,9302,3100
949,9401,1330
949,9402,4000
949,9403,0
981,9803,3700
990,9901,3500
990,9903,1800
1015,10101,0
1082,10801,300
1139,11301,1400
1155,11502,0
1163,11601,0
1163,11602,1637
1228,12201,0
1228,12202,1100
1236,12303,0
1252,12501,2050
1252,12502,2987
1260,12603,2050
1392,13901,7000
1392,13902,0
1481,14801,0
1481,14802,0
1481,14803,4100
1490,14901,0
1490,14902,0
1554,15503,1900
1627,16201,2090
1643,16401,2900
1643,16402,2900
1660,16603,2384
1708,17001,0
1708,17003,0
1767,17601,0
1791,17901,2200
1791,17902,0
1872,18701,1400
1872,18703,0
1880,18801,0
1880,18802,2850
1880,18804,1400
1929,19201,2000
1929,19203,95
1961,19601,2300
2011,20101,2200
2011,20104,5000
2232,22301,2898
2232,22302,2100
2232,22303,631
2232,22304,67
2232,22305,550
2232,22306,1969
2259,22503,4400
2267,22601,3600
2267,22602,350
2356,23501,0
2399,23905,4000
2399,23906,100
2429,24204,300
2437,24302,1687
2747,27404,4660
2755,27502,0
2771,27702,0
2780,27801,2750
2780,27802,0
2780,27803,2000
2780,27804,2000
2879,28701,0
2879,28702,0
2887,28801,5050
2887,28802,0
2895,28901,5000
2933,29302,0
2941,29401,0
2941,29402,0
2976,29701,2019
2976,29702,1830
3034,30303,717
3190,31901,0
3190,31902,0
3204,32001,4460
3204,32002,2500
3344,33401,2100
3344,33402,0
3360,33603,0
3565,35602,2600
3565,35603,692
3565,35604,1316
3573,35701,3061
3573,35702,4037
3573,35703,3970
3670,36701,4650
3794,37903,2100
3930,39301,0
4120,41204,2240
4138,41301,11000
4197,41901,0
4197,41904,649
4197,41905,570
4375,43701,0
4375,43702,1690
4405,44001,2000
4472,44701,0
4472,44702,875
4472,44703,370
4553,45501,4400
4553,45502,0
4669,46601,4635
4677,46701,2573
4731,47301,0
4731,47302,2010
4766,47602,0
4766,47603,360
4766,47604,500
4766,47605,1500
4812,48101,3350
4812,48105,1350
4910,49103,3400
4944,49403,2500
4979,49703,0
5037,50301,0
5100,51001,3575
5126,51202,2327
5150,51502,0
5193,51901,1750
5215,52103,3800
5240,52401,2500
5240,52402,3000
5240,52403,0
5290,52901,0
5290,52902,1511
5398,53902,2900
5398,53904,1200
5509,55003,1000
5592,55901,0
5592,55902,0
5592,55903,2890
5622,56201,0
5622,56202,3500
5649,56402,0
5649,56403,2427
5703,57001,0
5703,57002,3400
5720,57201,0
5720,57202,0
5720,57203,2300
5720,57204,1600
5720,57206,2300
5746,57403,0
5746,57404,1124
5754,57501,0
5789,57804,2100
5967,59604,3140
6017,60101,1800
6084,60803,0
6084,60804,0
6106,61001,5250
6106,61002,600
6130,61301,2800
6165,61602,200
6181,61801,5600
6181,61802,0
6246,62401,3900
6394,63901,2400
6564,65601,1500
6564,65602,1684
6670,66701,2000
6670,66702,2257
6688,66801,8000
6688,66803,4000
6688,66804,400
6696,66901,0
6696,66902,0
6696,66903,3200
6718,67103,160
6777,67701,5000
6777,67703,1997
6793,67901,0
6858,68501,2905
6858,68502,4350
6874,68702,0
6971,69703,0
7030,70304,0
7137,71303,2345
7170,71704,1837
7200,72001,0
7200,72002,0
7269,72602,0
7307,73001,0
7307,73002,1050
7323,73203,0
7340,73403,3100
7366,73602,0
7366,73603,0
7366,73604,2400
7480,74801,0
7510,75103,1200
7528,75203,2100
7544,75402,0
7544,75403,4100
7544,75404,1200
7560,75601,0
7595,75906,2340
7641,76401,0
7641,76402,550
7765,77601,0
7765,77602,0
7790,77902,110
7803,78003,4000
7811,78104,800
7820,78201,8200
7820,78203,678
7838,78301,0
7846,78401,700
7846,78402,3600
7870,78701,0
7870,78702,0
7897,78903,2700
7897,78904,3000
7927,79201,0
7927,79202,0
7935,79301,0
7960,79601,6250
7960,79602,2700
7978,79701,2200
7978,79702,0
7994,79908,0
7994,79911,1500
7994,79913,1660
8028,80202,0
8028,80203,2350
8028,80204,2000
8060,80602,1800
8060,80604,0
8133,81301,1020
8133,81307,3200
8141,81402,0
8141,81404,0
8168,81602,0
8168,81603,0
8214,82101,0
8214,82102,0
8249,82402,1950
8249,82403,600
8257,82502,2600
8303,83002,0
8419,84102,0
8486,84802,300
8486,84805,300
8494,84901,2720
8494,84902,873
8567,85601,1600
8567,85602,750
8605,86001,1100
8680,86801,1500
8680,86802,0
8680,86806,2159
8729,87202,175
8834,88302,0
8850,88503,1940
8869,88602,400
8885,88801,0
8885,88802,0
8915,89101,0
8915,89102,0
8931,89301,5920
8931,89302,0
8940,89402,918
8958,89502,1800
8966,89601,4000
8966,89602,2800
8966,89603,2900
8966,89604,0
8974,89701,7500
8974,89702,0
8982,89803,0
9008,90005,5500
9156,91501,2703
9229,92203,856
9229,92205,450
9253,92503,5500
9377,93701,0
9377,93702,400
9377,93703,1008
9385,93801,0
9385,93802,0
9385,93803,1150
9385,93804,800
9474,94704,400
9474,94705,1800
9504,95001,0
9504,95003,0
9555,95502,0
9598,95901,1000
9598,95904,400
9687,96802,0
9709,97002,0
9725,97201,2900
9725,97202,0
9792,97901,0
9792,97902,1500
9806,98002,4000
9814,98101,0
9814,98102,0
9814,98105,2960
9830,98301,0
9830,98302,0
9954,99502,0
9954,99503,2777
10120,101203,1815
10120,101205,3100
10138,101302,1863
10278,102703,0
10294,102903,0
10332,103301,1800
10332,103305,0
10456,104503,400
10499,104902,0
10634,106301,4700
10634,106302,1400
10634,106303,500
10693,106902,300
10707,107001,3600
10707,107002,3600
10804,108002,0
10804,108003,2809
10812,108103,0
10820,108201,3612
10855,108503,0
10880,108801,2500
10880,108802,2700
10880,108803,2400
10880,108804,2400
10979,109701,2704
10979,109702,1025
10979,109704,2700
10979,109706,60
11061,110603,1999
11088,110801,2900
11118,111101,1574
11118,111102,0
11118,111103,930
11177,111701,400
11177,111702,0
11215,112102,0
11215,112103,0
11258,112506,254
11258,112508,310
11282,112801,2800
11282,112802,1900
11312,113101,0
11401,114002,0
11410,114101,0
11410,114102,0
11444,114401,0
11479,114701,3500
11479,114702,450
11495,114901,6000
11495,114902,120
11576,115702,0
11584,115802,400
11584,115804,4700
11606,116002,1700
11690,116901,2000
11690,116902,0
11690,116903,0
11770,117701,0
11789,117801,8000
11851,118501,2600
11851,118502,1900
11851,118503,0
11860,118601,1388
12041,120402,0
12157,121501,4950
12157,121502,2100
12262,122602,0
12262,122603,0
12262,122604,2788
12378,123701,2400
12424,124201,0
12432,124301,0
12440,124401,0
12440,124402,266
12599,125901,3850
12599,125902,832
12599,125903,650
12599,125904,2800
12599,125906,0
12629,126201,0
12629,126202,2800
12629,126203,1700
12629,126204,0
12700,127002,350
12726,127202,0
12726,127203,0
12858,128502,3300
12866,128602,0
12866,128603,340
12912,129101,930
12912,129102,2800
12963,129601,2900
12963,129602,300
12963,129603,0
12963,129604,0
12971,129702,0
12971,129703,480
13005,130001,1833
13021,130201,0
13030,130301,3156
13030,130302,2500
13030,130304,336
13056,130501,2650
13056,130502,1150
13080,130801,2600
13080,130802,1600
13153,131501,0
13250,132501,0
13285,132801,2700
13285,132802,2400
13285,132803,2300
13307,133001,10000
13307,133002,562
13307,133003,1500
13307,133004,1100
13315,133101,0
13315,133102,0
13323,133201,3500
13323,133202,784
13420,134201,4750
13420,134204,5255
13463,134603,0
13463,134607,0
13480,134801,1700
13480,134802,240
13480,134805,1400
13536,135301,0
13625,136201,0
13625,136202,300
13633,136301,0
13633,136302,2200
13633,136303,800
13668,136603,5500
13668,136604,3910
13676,136701,1500
13676,136702,3200
13714,137101,0
13714,137102,1200
13714,137105,0
13722,137202,2500
13722,137204,2100
13803,138003,3600
13820,138202,2800
13820,138204,2200
13820,138205,250
13820,138206,9000
13838,138301,5000
13838,138302,0
13838,138303,0
13846,138401,0
13846,138402,0
13846,138403,4833
13854,138501,0
13854,138502,0
13862,138603,5700
13862,138604,4000
13897,138903,180
13900,139001,0
13900,139002,580
13951,139501,3168
13951,139502,4100
13960,139601,3200
13978,139702,270
14214,142102,0
14281,142801,0
14281,142802,280
14281,142803,0
14320,143201,0
14320,143202,0
14338,143303,0
14338,143304,350
14354,143501,0
14460,144601,0
14494,144903,0
14508,145001,2900
14508,145002,2300
14575,145701,1762
14575,145702,2864
14613,146102,3136
14613,146103,8000
14702,147004,1380
14737,147303,946
14818,148101,5554
14826,148201,2828
14826,148202,7000
14885,148801,160
14885,148802,3200
14885,148803,2407
14931,149301,3695
14958,149501,5371
14958,149502,4300
15024,150202,0
15091,150901,0
15172,151701,0
15180,151801,2790
15180,151802,0
15199,151901,4700
15199,151902,780
15199,151903,0
15199,151904,0
15229,152202,1500
15245,152403,1500
15296,152901,0
15296,152902,0
15296,152903,2130
15342,153401,0
15342,153402,3100
15377,153701,3600
15377,153702,0
15377,153703,3800
15377,153704,325
15377,153706,0
15385,153806,2000
15415,154101,1200
15415,154102,4000
15415,154103,2675
15423,154201,0
15474,154701,0
15474,154703,4200
15504,155001,3050
15504,155002,0
15512,155102,5100
15601,156002,2700
15628,156202,0
15628,156203,1000
15644,156403,620
15660,156602,3000
15776,157701,2676
16047,160401,5300
16047,160402,0
16110,161101,2500
16209,162004,1930
16241,162401,15000
16241,162402,3000
16241,162403,4500
16276,162701,3100
16276,162702,1500
16306,163003,2600
16314,163103,180
16330,163301,0
16330,163302,0
16330,163303,4000
16349,163401,3400
16349,163402,0
16357,163501,0
16438,164301,5500
16438,164302,1000
16438,164303,1000
16454,164501,1629
16527,165201,0
16608,166004,220
16640,166401,0
16640,166402,0
16659,166501,0
16659,166502,8700
16659,166503,250
16683,166801,7500
16683,166802,2500
16683,166803,0
16683,166804,0
16748,167401,2569
16748,167402,430
16756,167502,886
16772,167701,2200
16829,168203,650
16853,168501,0
16861,168602,0
16926,169201,5000
16993,169903,0
17000,170001,0
17051,170501,0
17051,170502,0
17051,170504,3096
17060,170601,0
17060,170602,0
17078,170701,0
17078,170702,0
17078,170704,0
17116,171101,4500
17116,171102,0
17116,171104,0
17124,171201,3625
17124,171202,0
17124,171203,3270
17124,171204,150
17132,171301,0
17132,171304,3000
17183,171801,3100
17183,171802,1300
17183,171803,0
17191,171901,0
17248,172409,0
17248,172410,0
17280,172802,0
17280,172803,1800
17310,173101,3800
17345,173401,4700
17345,173405,3277
17353,173501,3269
17353,173502,3000
17353,173503,0
17361,173602,0
17361,173603,2300
17388,173801,3200
17388,173804,1600
17388,173806,2100
17426,174201,5000
17426,174202,0
17426,174204,3800
17450,174501,2100
17450,174502,350
17450,174503,3000
17450,174504,1501
17663,176601,0
17663,176602,0
17680,176801,0
17680,176802,0
17701,177001,0
17701,177002,0
17701,177003,4200
17701,177005,0
17728,177202,4800
17728,177203,0
17787,177801,2500
17787,177802,0
17787,177805,323
17787,177807,2300
17876,178701,2750
17892,178901,1300
18040,180401,2000
18058,180501,6800
18058,180502,2120
18074,180701,4350
18074,180702,0
18082,180804,1800
18104,181001,4500
18180,181801,3300
18198,181903,1900
18244,182401,0
18244,182402,0
18287,182801,0
18287,182802,2450
18287,182803,400
18287,182804,10
18325,183203,0
18341,183402,0
18350,183501,0
18368,183602,0
18368,183603,3050
18570,185701,0
18570,185702,0
18589,185801,2582
18589,185802,3013
18627,186204,0
18643,186401,3500
18643,186402,660
18643,186404,670
18686,186801,340
18732,187302,300
18732,187304,630
18732,187306,400
18740,187401,0
18740,187402,0
18767,187604,3150
18775,187703,2000
18775,187704,1696
18872,188702,3294
18910,189101,2720
18910,189102,0
18937,189301,8000
18945,189401,0
18945,189402,2331
18953,189503,3800
18988,189801,0
18988,189802,0
19020,190201,2000
19020,190202,4100
19089,190801,3200
19089,190802,272
19208,192001,0
19208,192002,0
19224,192203,3100
19402,194002,2300
19402,194003,0
19496,194905,400
19518,195101,3400
19518,195102,0
19518,195103,2000
19518,195105,0
19550,195501,4000
19550,195502,0
19577,195701,2500
19577,195704,150
19607,196001,0
19607,196002,1100
19607,196004,400
19682,196803,200
19682,196805,2430
19747,197402,0
19747,197403,2300
19763,197601,2700
19763,197602,1377
19780,197805,2327
19810,198103,3420
19836,198302,0
19844,198403,5200
19860,198601,2850
19860,198602,400
19860,198604,100
19887,198802,0
19925,199201,3600
20001,200001,2000
20001,200002,400
20044,200403,0
20290,202903,3200
20311,203101,6000
20311,203102,480
20389,203801,0
20389,203803,2250
20427,204201,0
20427,204202,0
20591,205902,980
20664,206602,0
20710,207101,0
20710,207102,0
20729,207201,4500
20729,207202,0
20729,207203,0
20834,208301,0
20834,208302,1290
20834,208303,350
20877,208702,6800
20915,209101,2300
21008,210001,4900
21008,210002,2816
21024,210201,3400
21024,210202,2100
21040,210404,2133
21105,211001,5400
21105,211002,0
21172,211703,1270
21180,211802,0
21180,211803,3500
21180,211804,3000
21210,212101,4154
21210,212102,0
21229,212201,4000
21229,212202,0
21245,212404,0
21288,212803,0
21296,212901,0
21296,212902,5100
21300,213002,530
21318,213101,0
21318,213104,0
21350,213501,4600
21350,213502,1500
21350,213503,3200
21350,213504,1300
21440,214401,0
21440,214402,0
21482,214801,2400
21482,214802,0
21482,214804,0
21628,216201,1200
21628,216202,5965
21695,216901,0
21725,217204,3400
21776,217701,2600
21776,217702,0
21792,217901,0
21792,217902,0
21792,217903,600
21792,217906,400
21814,218101,0
21814,218102,0
21814,218103,1000
21849,218401,200
21849,218402,0
21849,218403,2900
21849,218404,1250
21865,218601,0
21873,218701,3950
21873,218702,1176
21903,219003,3000
21920,219202,6840
21962,219602,0
22012,220102,4500
22020,220201,0
22047,220402,5000
22047,220403,3730
22071,220701,4769
22071,220702,2272
22160,221601,1200
22187,221803,7300
22187,221805,4409
22306,223001,3700
22306,223002,1800
22330,223301,0
22330,223302,0
22330,223303,3500
22330,223304,3300
22365,223601,2700
22365,223602,1192
22365,223603,152
22535,225301,3600
22535,225302,2300
22535,225303,1700
22535,225304,3600
22543,225401,1920
22543,225402,615
22675,226701,2260
22675,226702,1700
22675,226703,2680
22799,227901,0
22829,228201,4200
22837,228302,0
22837,228303,0
22845,228401,5500
22845,228402,714
23043,230404,0
23060,230602,0
23060,230603,3200
23078,230702,0
23116,231102,0
23132,231305,1500
23132,231307,0
23191,231901,5425
23191,231902,3340
23213,232101,6500
23299,232902,0
23361,233601,3900
23426,234203,100
23442,234401,6000
23442,234402,0
23442,234404,650
23469,234601,5750
23507,235001,0
23671,236701,400
23671,236702,3780
23671,236704,200
23809,238001,0
23833,238302,0
23833,238303,3800
23930,239301,2088
23930,239302,400
24007,240003,4500
24066,240603,3200
24066,240604,215
24090,240903,500
24120,241202,325
24147,241401,0
24201,242001,0
24279,242701,0
24279,242702,6000
24295,242901,400
24406,244003,1400
24406,244004,2700
24473,244701,0
24473,244702,2400
24473,244703,1820
24473,244704,2700
24473,244705,2350
24490,244901,0
24570,245703,480
24600,246004,3800
24627,246201,2500
24627,246202,6600
24694,246901,1800
24694,246902,4500
24716,247101,2300
24716,247102,808
24759,247503,1135
24775,247701,3600
24775,247702,270
24775,247703,0
24821,248201,0
24821,248202,3500
24821,248204,6000
24929,249203,0
24970,249703,5900
25003,250001,0
25003,250002,0
25003,250003,2400
25020,250205,3565
25046,250403,2150
25127,251201,0
25127,251202,300
25135,251301,100
25135,251302,0
25135,251303,2100
25135,251305,4550
25143,251402,0
25143,251403,130
25143,251404,750
25160,251602,0
25186,251801,2800
25186,251802,574
25186,251803,1200
25194,251901,3900
25194,251904,5000
25216,252102,8400
25321,253203,350
25330,253302,0
25330,253303,1700
25399,253901,0
25399,253903,3617
25437,254301,0
25437,254303,1180
25534,255302,1994
25569,255601,0
25607,256001,3300
25658,256501,3500
25658,256502,400
25712,257101,170
25712,257102,2041
25763,257605,2296
25801,258003,7000
25844,258401,0
25844,258402,0
25933,259301,3800
25933,259302,400
25933,259303,2968
25976,259702,2182
25976,259703,0
25984,259802,5180
25992,259901,215
26077,260701,0
26174,261704,5000
26190,261901,5500
26190,261902,1600
26190,261903,400
26255,262503,3000
26298,262902,515
26344,263402,0
26360,263603,0
26450,264502,166
26727,267201,0
26735,267304,400
26760,267604,3600
26778,267701,0
26778,267702,1134
26778,267703,0
26794,267904,1220
26859,268501,2130
26859,268502,350
26972,269703,0
26980,269801,0
26980,269802,1460
26980,269803,0
27162,271602,890
27197,271901,0
27197,271902,0
27243,272402,0
27430,274305,350
27553,275505,3500
27626,276204,1800
27650,276501,0
27731,277301,0
27804,278001,0
27804,278002,0
27804,278004,5000
27804,278005,5000
27839,278301,2840
27839,278305,2500
27855,278501,0
27855,278502,700
28002,280001,3100
28002,280002,1680
28037,280301,0
28037,280302,0
28037,280303,2800
28045,280402,3600
28045,280403,200
28061,280602,0
28088,280801,2850
28088,280802,400
28088,280803,0
28096,280902,0
28096,280904,3200
28150,281502,400
28150,281503,400
28266,282601,950
28290,282901,0
28290,282902,483
28304,283001,3940
28339,283301,5000
28339,283303,0
28347,283402,850
28347,283404,0
28347,283406,1235
28355,283501,1650
28355,283502,650
28371,283701,0
28371,283702,0
28398,283902,400
28398,283904,1700
28398,283905,700
28398,283906,2580
28401,284002,0
28410,284102,0
28436,284302,2400
28444,284401,0
28460,284603,4293
28460,284604,0
28509,285001,0
28509,285002,1800
28690,286901,0
28738,287305,2100
28754,287501,4200
28754,287502,3500
28827,288206,2900
28886,288802,200
28886,288804,0
28886,288805,1361
28894,288901,2300
28894,288902,2222
28894,288904,830
28908,289001,3100
28908,289005,2500
28916,289101,2650
28916,289102,2400
29025,290201,0
29025,290202,0
29050,290501,3000
29050,290503,1600
29084,290802,0
29092,290901,0
29092,290902,0
29157,291501,5055
29157,291502,0
29157,291503,150
29157,291504,0
29173,291701,0
29173,291702,0
29173,291703,5500
29203,292001,0
29203,292002,0
29203,292004,3000
29211,292103,5000
29220,292203,150
29220,292204,0
29254,292501,0
29254,292502,0
29254,292503,300
29254,292504,360
29270,292702,0
29270,292703,7217
29289,292801,400
29289,292802,0
29289,292803,406
29289,292804,3800
29289,292805,0
29297,292903,1760
29297,292904,777
29327,293202,0
29327,293203,5000
29343,293401,3800
29459,294501,2900
29530,295303,400
29580,295801,0
29696,296902,0
29700,297004,0
29815,298101,0
29840,298401,4500
29840,298405,1000
29890,298901,3100
29890,298902,1400
29904,299004,851
29963,299602,0
30040,300401,0
30040,300402,0
30104,301001,0
30104,301002,0
30147,301402,3680
30147,301403,0
30171,301701,0
30171,301702,0
30260,302603,3800
30295,302901,3754
30325,303201,2000
30325,303202,0
30368,303602,1500
30368,303605,2000
30392,303902,2000
30392,303903,325
30392,303904,100
30570,305701,3800
30570,305702,920
30570,305703,2860
30570,305704,0
30597,305901,2900
30597,305902,1230
30619,306102,0
30635,306302,0
30635,306303,4900
30716,307101,5606
30716,307102,2200
30724,307201,4280
30732,307301,0
30732,307302,0
30732,307304,0
30732,307305,0
30791,307901,3860
30791,307902,400
30791,307903,700
30791,307904,750
30910,309102,0
30929,309204,0
30937,309302,0
30937,309303,2000
30953,309501,2189
30953,309502,4323
31062,310602,0
31208,312001,0
31216,312101,4800
31216,312102,200
31216,312103,0
31232,312303,3500
31240,312402,0
31275,312703,800
31275,312705,2000
31313,313103,0
31461,314603,3140
31461,314604,2982
31518,315102,0
31550,315503,1320
31640,316403,4288
31704,317001,2500
31704,317003,325
31755,317501,0
31780,317804,1380
31844,318402,1100
31852,318501,3797
31852,318502,800
31879,318701,0
31879,318702,0
31895,318901,4600
31895,318902,330
31895,318903,3020
